date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:09	24429/24429	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:42:07%20GMT	http://biometric2017.org/timetable/event/subtractive-stability-measures-for-improved-variable-selection/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/subtractive-stability-measures-for-improved-variable-selection/index.html	(from http://biometric2017.org/scientificprogramme/)
16:12:10	25104/25104	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:42:08%20GMT	http://biometric2017.org/timetable/event/gxe-for-genomic-prediction-models/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/gxe-for-genomic-prediction-models/index.html	(from http://biometric2017.org/scientificprogramme/)
16:12:11	25014/25014	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:42:10%20GMT	http://biometric2017.org/timetable/event/a-comparison-of-multiple-imputation-methods-for-missing-data-in-longitudinal-studies/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/a-comparison-of-multiple-imputation-methods-for-missing-data-in-longitudinal-studies/index.html	(from http://biometric2017.org/scientificprogramme/)
16:13:50	648054/648054	---M--	200	added ('OK')	image/bmp	etag:%224bc0c18-9e376-551bcf439713d%22	http://biometric2017.org/wp-content/uploads/2017/02/Cabarita-lake-at-sunset.bmp	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/Cabarita-lake-at-sunset.bmp	(from http://biometric2017.org/socialprogramme/)
16:13:51	24363/24363	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:43:50%20GMT	http://biometric2017.org/timetable/event/species-distribution-modelling-for-combined-data-sources/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/species-distribution-modelling-for-combined-data-sources/index.html	(from http://biometric2017.org/scientificprogramme/)
16:13:52	648054/648054	---M--	200	added ('OK')	image/bmp	etag:%224bc0c11-9e376-551bcf3bc35c6%22	http://biometric2017.org/wp-content/uploads/2017/02/And-its-that-easy.bmp	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/And-its-that-easy.bmp	(from http://biometric2017.org/socialprogramme/)
16:13:54	25010/25010	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:43:53%20GMT	http://biometric2017.org/timetable/event/a-factor-analytic-mixed-model-approach-for-the-analysis-of-genotype-by-treatment-by-environment-data/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/a-factor-analytic-mixed-model-approach-for-the-analysis-of-genotype-by-treatment-by-environment-data/index.html	(from http://biometric2017.org/scientificprogramme/)
16:13:55	25486/25486	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:43:54%20GMT	http://biometric2017.org/timetable/event/the-impact-of-cohort-substance-use-upon-likelihood-of-transitioning-through-stages-of-alcohol-and-cannabis-use-and-use-disorder-findings-from-the-australian-national-survey-on-mental-health-and-well/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/the-impact-of-cohort-substance-use-upon-likelih/index.html	(from http://biometric2017.org/scientificprogramme/)
16:13:56	25618/25618	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:43:55%20GMT	http://biometric2017.org/timetable/event/the-lasso-on-latent-indices-for-ordinal-predictors-in-regression/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/the-lasso-on-latent-indices-for-ordinal-predictors-in-regression/index.html	(from http://biometric2017.org/scientificprogramme/)
16:13:58	2220/2220	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:43:56%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftravel%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed4926.json	(from http://biometric2017.org/travel/)
16:14:00	6279/6279	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Wed,%2003%20Oct%202018%2006:43:58%20GMT	http://biometric2017.org/timetable/event/whole%e2%80%91genome-qtl-analysis-for-nested-association-mapping-populations/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/whole%e2%80%91genome-qtl-analysis-for-nested-association-mapping-populations/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:01	2317/2317	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:44:00%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftravel%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedf682	(from http://biometric2017.org/travel/)
16:14:03	24770/24770	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:01%20GMT	http://biometric2017.org/timetable/event/an-asymmetric-measure-of-population-differentiation-based-on-the-saddlepoint-approximation-method/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/an-asymmetric-measure-of-population-differentiation-based-on-the-saddlepoint-approximation-method/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:05	24537/24537	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:03%20GMT	http://biometric2017.org/timetable/event/fast-and-approximate-exhaustive-variable-selection-for-glms-with-apes/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/fast-and-approximate-exhaustive-variable-selection-for-glms-with-apes/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:06	23923/23923	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:05%20GMT	http://biometric2017.org/timetable/event/order-selection-of-factor-analytic-models-for-genotype-x-environment-interaction/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/order-selection-of-factor-analytic-models-for-genotype-x-environment-interaction/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:08	2255/2255	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:44:06%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Faccommodation%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed2e7e.json	(from http://biometric2017.org/accommodation/)
16:14:09	24785/24785	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:08%20GMT	http://biometric2017.org/timetable/event/multiple-sample-hypothesis-testing-of-the-human-microbiome-through-evolutionary-trees/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/multiple-sample-hypothesis-testing-of-the-human-microbiome-through-evolutionary-trees/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:11	2352/2352	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:44:09%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Faccommodation%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed7a04	(from http://biometric2017.org/accommodation/)
16:14:12	24073/24073	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:11%20GMT	http://biometric2017.org/timetable/event/statistical-strategies-for-the-analysis-of-large-and-complex-data/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/statistical-strategies-for-the-analysis-of-large-and-complex-data/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:20	46603/46603	---M--	200	added ('OK')	image/jpeg	etag:%224bc0c57-b60b-55207e24744f8%22	http://biometric2017.org/wp-content/uploads/2017/06/Mantra-on-Salt-Beach-RGB-Logo-JPEG.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/06/Mantra-on-Salt-Beach-RGB-Logo-JPEG.jpg	(from http://biometric2017.org/accommodation/)
16:14:21	24263/24263	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:20%20GMT	http://biometric2017.org/timetable/event/optimal-experimental-design-for-functional-response-experiments/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/optimal-experimental-design-for-functional-response-experiments/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:26	229226/229226	---M--	200	added ('OK')	image/jpeg	etag:%224bc15c7-37f6a-55360e5ddf0ac%22	http://biometric2017.org/wp-content/uploads/2017/02/Maviss-Kitchen-HERO-SHOT-1200x800.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/Maviss-Kitchen-HERO-SHOT-1200x800.jpg	(from http://biometric2017.org/socialprogramme/)
16:14:27	24406/24406	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:26%20GMT	http://biometric2017.org/timetable/event/to-pca-or-not-to-pca/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/to-pca-or-not-to-pca/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:29	23436/23436	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:28%20GMT	http://biometric2017.org/timetable/event/an-evaluation-of-error-variance-bias-in-spatial-designs/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/an-evaluation-of-error-variance-bias-in-spatial-designs/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:30	25275/25275	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:29%20GMT	http://biometric2017.org/timetable/event/new-model-based-ordination-data-exploration-tools-for-microbiome-studies/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/new-model-based-ordination-data-exploration-tools-for-microbiome-studies/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:32	2220/2220	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:44:31%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fawards%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed47a3.json	(from http://biometric2017.org/awards/)
16:14:33	23884/23884	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:32%20GMT	http://biometric2017.org/timetable/event/always-randomize/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/always-randomize/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:35	2317/2317	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:44:33%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fawards%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed7b69	(from http://biometric2017.org/awards/)
16:14:37	24482/24482	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:35%20GMT	http://biometric2017.org/timetable/event/comparing-classical-criteria-for-selecting-intra-class-correlated-features-for-three-mode-three-way-data/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/comparing-classical-criteria-for-selecting-intra-class-correlated-features-for-three-mode-three-way-data/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:38	24799/24799	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:37%20GMT	http://biometric2017.org/timetable/event/exploring-the-social-relationships-of-dairy-goats/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/exploring-the-social-relationships-of-dairy-goats/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:39	25402/25402	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:38%20GMT	http://biometric2017.org/timetable/event/bayesian-semi-parametric-spectral-density-estimation-with-applications-to-the-southern-oscillation-index/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/bayesian-semi-parametric-spectral-density-estimation-with-applications-to-the-southern-oscillation-index/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:41	2240/2240	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:44:39%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Forganisers%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed5765.json	(from http://biometric2017.org/organisers/)
16:14:42	24250/24250	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:41%20GMT	http://biometric2017.org/timetable/event/efficient-multivariate-sensitivity-analysis-of-agricultural-simulators/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/efficient-multivariate-sensitivity-analysis-of-agricultural-simulators/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:44	2337/2337	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:44:43%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Forganisers%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed3806	(from http://biometric2017.org/organisers/)
16:14:46	24575/24575	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:45%20GMT	http://biometric2017.org/timetable/event/bayesian-hypothesis-tests-with-diffuse-priors-can-we-have-our-cake-and-eat-it-too/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/bayesian-hypothesis-tests-with-diffuse-priors-can-we-have-our-cake-and-eat-it-too/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:47	25327/25327	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:46%20GMT	http://biometric2017.org/timetable/event/invited-session-6/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/invited-session-6/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:48	24426/24426	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:47%20GMT	http://biometric2017.org/timetable/event/hockey-sticks-and-broken-sticks-a-design-for-a-single-arm-placebo-controlled-double-blind-randomized-clinical-trial-suitable-for-chronic-diseases/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/hockey-sticks-and-broken-sticks-a-design-for-a-single-arm-placebo-controlled-double-blind-randomized-clinical-trial-suitable-for-chronic-diseases/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:50	2230/2230	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:44:48%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fsponsors%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedca09.json	(from http://biometric2017.org/sponsors/)
16:14:51	24784/24784	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:50%20GMT	http://biometric2017.org/timetable/event/correlated-bivariate-normal-competing-risks-structuring-estimation-in-an-ill-posed-problem/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/correlated-bivariate-normal-competing-risks-structuring-estimation-in-an-ill-posed-problem/index.html	(from http://biometric2017.org/scientificprogramme/)
16:14:53	2327/2327	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:44:52%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Fsponsors%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed5157	(from http://biometric2017.org/sponsors/)
16:14:54	23860/23860	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:44:53%20GMT	http://biometric2017.org/timetable/event/bayesian-regression-with-functional-inequality-constraints/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/bayesian-regression-with-functional-inequality-constraints/index.html	(from http://biometric2017.org/scientificprogramme/)
16:15:19	380550/380550	---M--	200	added ('OK')	application/pdf	etag:%224bc0c6a-5ce86-551e0da1a3a8e%22	http://biometric2017.org/wp-content/uploads/2017/02/International-Biometric-Society-Booking-Form-5.09.2016.pdf	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/International-Biometric-Society-Booking-Form-5.09.2016.pdf	(from http://biometric2017.org/accommodation/)
16:15:20	159372/159372	---M--	200	added ('OK')	image/jpeg	etag:%224bc14fc-26e8c-55d0b2cfafcd9%22	http://biometric2017.org/wp-content/uploads/2017/02/GRDCLogoHorizontal_RGB.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/GRDCLogoHorizontal_RGB.jpg	(from http://biometric2017.org/sponsors/)
16:15:21	23791/23791	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:19%20GMT	http://biometric2017.org/timetable/event/genetic-analysis-of-renal-function-in-an-isolated-australian-indigenous-community/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/genetic-analysis-of-renal-function-in-an-isolated-australian-indigenous-community/index.html	(from http://biometric2017.org/scientificprogramme/)
16:15:24	25204/25204	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:22%20GMT	http://biometric2017.org/timetable/event/the-performance-of-model-averaged-tail-area-confidence-intervals/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/the-performance-of-model-averaged-tail-area-confidence-intervals/index.html	(from http://biometric2017.org/scientificprogramme/)
16:15:34	110958/110958	---M--	200	added ('OK')	image/png	etag:%224bc0d22-1b16e-55208f88a71ed%22	http://biometric2017.org/wp-content/uploads/2017/06/logo-with-text-150.png	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/06/logo-with-text-150.png	(from http://biometric2017.org/sponsors/)
16:15:36	25038/25038	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:34%20GMT	http://biometric2017.org/timetable/event/deconstructing-the-innate-immune-component-of-a-molecular-network-of-the-aging-frontal-cortex/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/deconstructing-the-innate-immune-component-of-a-molecular-network-of-the-aging-frontal-cortex/index.html	(from http://biometric2017.org/scientificprogramme/)
16:15:37	23931/23931	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:36%20GMT	http://biometric2017.org/timetable/event/bias-correction-in-estimating-proportions-by-pooled-testing/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/bias-correction-in-estimating-proportions-by-pooled-testing/index.html	(from http://biometric2017.org/scientificprogramme/)
16:15:38	23591/23591	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:37%20GMT	http://biometric2017.org/timetable/event/the-parametric-cure-fraction-model-of-ovarian-cancer/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/the-parametric-cure-fraction-model-of-ovarian-cancer/index.html	(from http://biometric2017.org/scientificprogramme/)
16:16:03	68370/68370	---M--	200	added ('OK')	image/jpeg	etag:%224bc0dfd-10b12-5580175b34ccc%22	http://biometric2017.org/wp-content/uploads/2017/08/USYD-logo.jpeg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/08/USYD-logo.jpg	(from http://biometric2017.org/sponsors/)
16:16:21	23263/23263	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:45:38%20GMT	http://biometric2017.org/timetable/event/the-skillings-mack-statistic-for-ranks-data-in-blocks/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/the-skillings-mack-statistic-for-ranks-data-in-blocks/index.html	(from http://biometric2017.org/scientificprogramme/)
16:16:24	2008854/2008854	---M--	200	added ('OK')	image/bmp	etag:%224bc0c24-1ea716-551bd052f2897%22	http://biometric2017.org/wp-content/uploads/2017/02/Byron-Bay_2.bmp	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/Byron-Bay_2.bmp	(from http://biometric2017.org/socialprogramme/)
16:16:31	1972991/1972991	---M--	200	added ('OK')	image/jpeg	etag:%224bc0bb0-1e1aff-551bcd9a0c513%22	http://biometric2017.org/wp-content/uploads/2017/02/045132_5.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/02/045132_5.jpg	(from http://biometric2017.org/socialprogramme/)
16:16:47	22952/22952	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:46:38%20GMT	http://biometric2017.org/timetable/event/conference-close/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/conference-close/index.html	(from http://biometric2017.org/scientificprogramme/)
16:16:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:46:56%20GMT	http://biometric2017.org/?p=658	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/indexc9c1.html	(from http://biometric2017.org/important-dates/)
16:17:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:06%20GMT	http://biometric2017.org/?p=19	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index5831.html	(from http://biometric2017.org/socialprogramme/)
16:17:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:06%20GMT	http://biometric2017.org/?p=331	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index371d.html	(from http://biometric2017.org/accommodation/)
16:17:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:08%20GMT	http://biometric2017.org/?p=332	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index221f.html	(from http://biometric2017.org/awards/)
16:17:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:10%20GMT	http://biometric2017.org/?p=333	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/indexf604.html	(from http://biometric2017.org/organisers/)
16:17:19	13902/13902	---M--	200	added ('OK')	image/png	etag:%224bc0dc9-364e-55700b657036a%22	http://biometric2017.org/wp-content/uploads/2017/08/AgR_sc.png	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/08/AgR_sc.png	(from http://biometric2017.org/sponsors/)
16:17:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:18%20GMT	http://biometric2017.org/?p=334	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/indexd06c.html	(from http://biometric2017.org/sponsors/)
16:17:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:24%20GMT	http://biometric2017.org/?p=763	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/indexa2f3.html	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:26	2316/2316	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:47:24%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftimetable%2Fevent%2Fconference-welcome%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed08e4.json	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:27	2409/2409	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:47:26%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftimetable%2Fevent%2Fconference-welcome%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embedbbea	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:35	22137/22137	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:47:24%20GMT	http://biometric2017.org/timetable/event/housekeeping/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/housekeeping/index.html	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:37	31307/31307	---M--	200	added ('OK')	image/jpeg	etag:%224bc0c44-7a4b-55d72e730eecb%22	http://biometric2017.org/wp-content/uploads/2017/11/box2.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/11/box2.jpg	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:37	34010/34010	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:47:35%20GMT	http://biometric2017.org/author/admin/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/author/admin/index.html	(from http://biometric2017.org/timetable/event/conference-welcome/)
16:17:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:38%20GMT	http://biometric2017.org/?p=764	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/indexa102.html	(from http://biometric2017.org/timetable/event/agriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues/)
16:17:42	802278/802278	---M--	200	added ('OK')	image/jpeg	etag:%224bc0cf0-c3de6-55208a8843e9c%22	http://biometric2017.org/wp-content/uploads/2017/06/Qld-CoA-Stylised-2LS-mono.jpg	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-content/uploads/2017/06/Qld-CoA-Stylised-2LS-mono.jpg	(from http://biometric2017.org/sponsors/)
16:17:42	2759/2759	---MC-	200	added ('OK')	application/json	date:Wed,%2003%20Oct%202018%2006:47:39%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftimetable%2Fevent%2Fagriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues%2F	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed3fcd.json	(from http://biometric2017.org/timetable/event/agriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues/)
16:17:42	22993/22993	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Oct%202018%2006:47:40%20GMT	http://biometric2017.org/timetable/event/morning-tea/	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/timetable/event/morning-tea/index.html	(from http://biometric2017.org/timetable/event/agriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues/)
16:17:43	2852/2852	---MC-	200	added ('OK')	text/xml	date:Wed,%2003%20Oct%202018%2006:47:42%20GMT	http://biometric2017.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbiometric2017.org%2Ftimetable%2Fevent%2Fagriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues%2F&format=xml	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/wp-json/oembed/1.0/embed8129	(from http://biometric2017.org/timetable/event/agriculture-and-agri-environmental-statistics-with-support-of-geospatial-information-methodological-issues/)
16:17:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Oct%202018%2006:47:43%20GMT	http://biometric2017.org/?p=766	C:/My%20Web%20Sites/Biometrics2017/biometric2017.org/index5192.html	(from http://biometric2017.org/timetable/event/developing-a-regulatory-definition-for-the-authentication-of-manuka-honey/)
